,Id,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice
582,455,120,rl,80.0,10307,pave,na,2,lvl,1,inside,1,nridght,norm,norm,twnhse,1story,7,5,2007,2008,gable,compshg,vinylsd,vinylsd,stone,176.0,4,3,pconc,4,3,1,6,876.0,1,0.0,474.0,1350.0,gasa,5,y,5,1358,0,0,1358,1.0,0.0,2,0,2,1,4,6,7,1,4,attchd,2,2.0,484.0,3,3,3,192,26,0,0,0,0,0,0,na,0,5,2009,wd ,212500
583,2906,120,rm,32.0,4500,pave,na,1,lvl,1,fr2,1,mitchel,norm,norm,twnhs,1story,6,5,1998,1998,hip,compshg,vinylsd,vinylsd,brkface,116.0,3,3,pconc,5,3,1,6,897.0,1,0.0,319.0,1216.0,gasa,5,y,5,1216,0,0,1216,1.0,0.0,2,0,2,1,3,5,7,0,0,attchd,1,2.0,402.0,3,3,3,0,125,0,0,0,0,0,0,na,0,5,2006,wd ,164000
584,2878,50,rm,75.0,9060,pave,na,1,lvl,1,inside,1,idotrr,norm,norm,1fam,1.5fin,6,5,1957,1957,gable,compshg,metalsd,metalsd,brkface,327.0,3,3,cblock,3,3,1,1,0.0,1,0.0,967.0,967.0,gasa,4,y,5,967,671,0,1638,0.0,0.0,2,0,4,1,4,6,7,0,0,detchd,1,1.0,384.0,3,3,3,0,21,0,0,0,0,0,0,na,0,4,2006,wd ,139000
585,1173,160,fv,24.0,2160,pave,pave,1,lvl,1,inside,1,somerst,norm,norm,twnhs,2story,7,5,1999,2000,gable,compshg,metalsd,metalsd,brkface,212.0,4,3,pconc,4,3,1,4,510.0,1,0.0,90.0,600.0,gasa,5,y,5,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,7,0,0,detchd,1,2.0,462.0,3,3,3,0,48,0,0,0,0,0,0,na,0,3,2008,wd ,160000
586,985,85,rl,70.0,7669,pave,na,1,lvl,1,inside,1,mitchel,norm,norm,1fam,sfoyer,5,6,1992,1993,gable,compshg,hdboard,wd shng,none,0.0,3,3,pconc,4,3,3,6,718.0,2,110.0,0.0,828.0,gasa,3,y,5,883,0,0,883,1.0,0.0,1,0,2,1,3,5,7,1,2,detchd,1,2.0,698.0,3,3,3,100,32,0,0,0,0,0,4,na,0,6,2009,wd ,149000
587,975,20,rl,62.0,9858,pave,na,1,lvl,1,inside,1,mitchel,norm,norm,1fam,1story,5,6,1968,1968,gable,compshg,hdboard,hdboard,none,0.0,3,3,cblock,3,3,1,4,510.0,1,0.0,354.0,864.0,gasa,3,y,5,874,0,0,874,1.0,0.0,1,0,3,1,3,5,7,0,0,attchd,2,1.0,288.0,3,3,3,33,0,0,0,0,0,0,2,shed,600,11,2009,wd ,130000
588,202,70,rm,50.0,10300,pave,na,2,bnk,1,inside,1,oldtown,rran,feedr,1fam,2story,7,6,1921,1950,gable,compshg,stucco,stucco,none,0.0,3,3,brktil,3,3,1,1,0.0,1,0.0,576.0,576.0,gasa,4,y,5,902,808,0,1710,0.0,0.0,2,0,3,1,3,9,7,0,0,detchd,1,2.0,480.0,3,3,3,12,11,64,0,0,0,0,4,na,0,4,2010,wd ,140000
589,528,20,fv,65.0,8125,pave,na,1,lvl,1,corner,1,somerst,norm,norm,1fam,1story,8,5,2008,2009,hip,compshg,vinylsd,vinylsd,brkface,288.0,4,3,pconc,4,3,1,1,0.0,1,0.0,1836.0,1836.0,gasa,5,y,5,1836,0,0,1836,0.0,0.0,2,0,3,1,4,8,7,1,4,attchd,3,2.0,517.0,3,3,3,0,175,0,0,0,0,0,0,na,0,10,2009,new,264500
590,2579,20,rl,69.0,14850,pave,na,2,lvl,1,inside,1,names,norm,norm,1fam,1story,5,5,1957,1957,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,cblock,3,3,1,3,895.0,1,0.0,197.0,1092.0,gasa,3,y,4,1092,0,0,1092,1.0,0.0,1,0,2,1,3,6,7,1,3,attchd,3,1.0,299.0,3,3,3,268,0,0,0,122,0,0,1,na,0,5,2006,wd ,141000
591,1841,120,fv,35.0,4274,pave,pave,2,lvl,1,inside,1,somerst,norm,norm,twnhse,1story,7,5,2006,2007,gable,compshg,vinylsd,vinylsd,na,0.0,4,3,pconc,4,3,1,6,1106.0,1,0.0,135.0,1241.0,gasa,5,y,5,1241,0,0,1241,1.0,0.0,1,1,1,1,4,4,7,0,0,attchd,3,2.0,569.0,3,3,3,0,116,0,0,0,0,0,0,na,0,11,2007,new,199900
592,591,20,rl,80.0,9650,pave,na,1,lvl,1,inside,1,nwames,norm,norm,1fam,1story,6,5,1977,1977,gable,compshg,plywood,plywood,brkface,360.0,3,3,cblock,4,3,1,5,686.0,1,0.0,664.0,1350.0,gasa,3,y,5,1334,0,0,1334,0.0,1.0,2,0,2,1,3,6,7,1,3,attchd,2,2.0,630.0,3,3,3,0,16,0,0,0,0,0,0,na,0,4,2009,wd ,167900
593,1897,20,rl,0.0,14585,pave,na,2,lvl,1,culdsac,1,names,norm,norm,1fam,1story,6,6,1960,1987,gable,compshg,wd sdng,wd sdng,brkface,85.0,3,3,cblock,3,3,1,4,594.0,3,219.0,331.0,1144.0,gasa,5,y,5,1429,0,0,1429,0.0,1.0,1,0,3,1,4,7,7,2,4,attchd,1,2.0,572.0,3,3,3,216,110,0,0,0,0,0,0,na,0,6,2007,wd ,181900
594,70,20,fv,75.0,9000,pave,na,1,lvl,1,inside,1,somerst,norm,norm,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,stone,36.0,4,3,pconc,4,3,3,6,1078.0,1,0.0,488.0,1566.0,gasa,5,y,5,1566,0,0,1566,1.0,0.0,2,0,3,1,4,7,7,0,0,attchd,2,2.0,750.0,3,3,3,144,168,0,0,0,0,0,0,na,0,4,2010,wd ,262500
595,590,60,rl,0.0,13774,pave,na,2,lvl,1,inside,1,nwames,norm,norm,1fam,2story,7,7,1977,1992,hip,compshg,hdboard,hdboard,brkface,283.0,3,4,pconc,4,3,1,6,432.0,1,0.0,476.0,908.0,gasa,5,y,5,1316,972,0,2288,0.0,0.0,1,2,4,1,4,8,7,2,3,attchd,2,2.0,520.0,3,3,3,321,72,0,0,156,0,0,0,na,0,11,2009,wd ,230000
596,1172,120,fv,50.0,5119,pave,na,2,lvl,1,culdsac,1,somerst,norm,norm,twnhse,1story,9,5,1999,2000,gable,compshg,metalsd,metalsd,brkface,60.0,4,3,pconc,5,3,3,6,1238.0,1,0.0,460.0,1698.0,gasa,5,y,5,1709,0,0,1709,1.0,0.0,2,0,2,1,4,5,7,1,3,attchd,3,2.0,506.0,3,3,3,97,65,0,0,0,0,0,0,na,0,1,2008,cwd,328900
597,1714,20,rl,71.0,9254,pave,na,2,lvl,1,inside,1,nridght,norm,norm,1fam,1story,8,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,210.0,4,3,pconc,4,3,1,6,119.0,1,0.0,1602.0,1721.0,gasa,5,y,5,1721,0,0,1721,1.0,0.0,2,0,3,1,4,7,7,0,0,attchd,2,2.0,554.0,3,3,3,168,27,0,0,0,0,0,0,na,0,1,2007,wd ,232698
598,829,20,rl,95.0,10324,pave,na,2,lvl,1,corner,1,collgcr,norm,norm,1fam,1story,8,5,2008,2008,gable,compshg,vinylsd,vinylsd,brkface,140.0,4,3,pconc,4,3,3,6,872.0,1,0.0,382.0,1254.0,gasa,5,y,5,1254,0,0,1254,1.0,0.0,2,0,2,1,4,5,7,0,0,attchd,2,3.0,810.0,3,3,3,168,92,0,0,0,0,0,0,na,0,3,2009,wd ,221800
599,1397,50,rl,63.0,8375,pave,na,1,lvl,1,corner,1,sawyer,norm,norm,1fam,1.5fin,5,7,1941,1973,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,brktil,3,3,1,5,336.0,1,0.0,240.0,576.0,gasa,4,y,5,864,486,0,1350,1.0,0.0,1,1,2,1,4,6,6,0,0,2types,1,3.0,627.0,3,3,1,0,0,0,0,0,0,0,3,na,0,6,2008,wd ,152400
600,877,20,rl,75.0,9750,pave,na,1,lvl,1,inside,1,collgcr,norm,norm,1fam,1story,7,5,2000,2001,gable,compshg,vinylsd,vinylsd,brkface,171.0,4,3,pconc,4,3,1,1,0.0,1,0.0,1630.0,1630.0,gasa,5,y,5,1630,0,0,1630,0.0,0.0,2,0,3,1,4,6,7,1,3,attchd,1,2.0,451.0,3,3,3,74,234,0,0,0,0,0,0,na,0,10,2009,wd ,213000
601,2477,60,rl,74.0,7632,pave,na,2,lvl,1,inside,1,sawyerw,norm,norm,1fam,2story,7,5,2005,2005,gable,compshg,vinylsd,vinylsd,brkface,96.0,4,3,pconc,4,3,1,1,0.0,1,0.0,784.0,784.0,gasa,5,y,5,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,7,0,0,attchd,2,2.0,449.0,3,3,3,100,77,0,0,0,0,0,0,na,0,3,2006,wd ,184900
602,2871,190,rl,90.0,15750,pave,na,1,lvl,1,corner,1,crawfor,norm,norm,2fmcon,1story,5,5,1953,1953,hip,compshg,metalsd,metalsd,brkface,56.0,3,3,cblock,3,3,2,4,841.0,1,0.0,324.0,1165.0,gasa,3,y,5,1336,0,0,1336,1.0,0.0,1,0,2,1,3,5,7,2,4,attchd,1,1.0,375.0,3,3,3,0,0,0,0,0,0,0,0,na,0,6,2006,wd ,157000
603,2489,20,rl,0.0,9240,pave,na,2,lvl,1,inside,1,sawyer,norm,norm,1fam,1story,5,6,1962,2002,hip,compshg,hdboard,hdboard,none,0.0,3,3,cblock,3,3,1,4,612.0,1,0.0,252.0,864.0,gasa,4,y,5,1211,0,0,1211,0.0,0.0,1,0,2,1,3,6,6,1,3,detchd,1,2.0,576.0,3,3,3,161,0,0,0,0,0,0,3,na,0,3,2006,wd ,144000
604,1655,20,rl,80.0,10400,pave,na,1,lvl,1,inside,1,nwames,norm,norm,1fam,1story,6,5,1979,1999,gable,compshg,metalsd,metalsd,brkface,253.0,3,3,cblock,4,3,1,6,903.0,1,0.0,356.0,1259.0,gasa,5,y,5,1353,0,0,1353,1.0,0.0,2,0,2,1,3,5,7,1,3,attchd,2,2.0,478.0,3,3,3,240,141,0,0,0,0,0,0,na,0,8,2007,wd ,192350
605,1891,20,rl,80.0,8800,pave,na,1,lvl,1,inside,1,names,norm,norm,1fam,1story,7,6,1966,1966,hip,compshg,hdboard,plywood,brkface,202.0,3,3,cblock,3,3,1,4,654.0,1,0.0,520.0,1174.0,gasa,5,y,5,1200,0,0,1200,0.0,1.0,2,0,3,1,3,6,7,1,3,attchd,2,2.0,440.0,3,3,3,0,0,0,0,0,0,0,3,na,0,10,2007,cwd,163500
606,1419,60,rl,86.0,11839,pave,na,1,lvl,1,inside,1,sawyerw,norm,norm,1fam,2story,7,5,1990,1990,hip,compshg,hdboard,hdboard,brkface,99.0,3,3,pconc,4,3,1,6,1085.0,1,0.0,390.0,1475.0,gasa,5,y,5,1532,797,0,2329,1.0,0.0,2,1,4,1,4,10,7,1,5,attchd,1,2.0,514.0,3,3,3,192,121,0,0,0,0,0,0,na,0,5,2008,wd ,262280
607,1473,20,rl,70.0,9135,pave,na,1,lvl,1,inside,1,collgcr,norm,norm,1fam,1story,7,5,2002,2003,gable,compshg,vinylsd,vinylsd,brkface,113.0,4,3,pconc,4,3,3,6,810.0,1,0.0,726.0,1536.0,gasa,5,y,5,1536,0,0,1536,1.0,0.0,2,0,3,1,4,7,7,0,0,attchd,2,2.0,532.0,3,3,3,192,74,0,0,0,0,0,0,na,0,12,2008,wd ,214000
608,2868,20,rl,90.0,14115,pave,na,2,lvl,1,inside,1,crawfor,norm,norm,1fam,1story,6,7,1956,2004,gable,compshg,stone,stone,none,0.0,3,3,pconc,3,3,1,5,296.0,6,547.0,230.0,1073.0,gasa,5,y,5,1811,0,0,1811,0.0,0.0,1,0,2,1,5,6,7,1,4,attchd,3,2.0,470.0,3,3,3,0,0,280,0,0,0,0,0,na,0,7,2006,wd ,230000
609,1695,60,rl,109.0,14154,pave,na,1,lvl,1,corner,1,nridght,norm,norm,1fam,2story,7,5,2006,2006,gable,compshg,vinylsd,vinylsd,brkface,350.0,4,3,pconc,5,4,1,1,0.0,1,0.0,1063.0,1063.0,gasa,5,y,5,1071,1101,0,2172,0.0,0.0,2,1,3,1,4,9,7,1,4,attchd,2,3.0,947.0,3,3,3,192,62,0,0,0,0,0,0,na,0,8,2007,new,280000
610,2244,20,c (all),65.0,6565,pave,na,1,lvl,1,corner,1,idotrr,norm,norm,1fam,1story,4,6,1957,1980,gable,compshg,metalsd,metalsd,none,0.0,3,3,cblock,3,3,1,6,967.0,1,0.0,106.0,1073.0,gasa,4,y,4,1073,0,0,1073,1.0,0.0,1,0,3,1,3,6,7,0,0,detchd,1,2.0,720.0,3,3,3,0,444,0,0,0,0,0,0,na,0,8,2007,wd ,140000
611,169,60,rl,70.0,7700,pave,na,1,lvl,1,inside,1,names,posn,norm,1fam,2story,6,5,1966,1966,gable,compshg,metalsd,metalsd,brkface,351.0,3,3,cblock,3,3,1,1,0.0,1,0.0,756.0,756.0,gasa,3,y,5,1051,788,0,1839,0.0,0.0,1,1,4,1,3,7,7,1,3,attchd,1,2.0,442.0,3,3,3,0,124,216,0,0,0,0,0,na,0,6,2010,wd ,155000
612,2670,50,c (all),63.0,4761,pave,na,1,lvl,1,corner,1,idotrr,norm,norm,1fam,1.5unf,3,3,1918,1950,gable,compshg,wd sdng,wd sdng,none,0.0,2,2,brktil,3,2,1,1,0.0,1,0.0,1020.0,1020.0,gasa,2,n,2,1020,0,0,1020,0.0,0.0,1,0,2,1,2,5,7,0,0,na,0,0.0,0.0,0,0,1,0,0,105,0,0,0,0,0,na,0,10,2006,conld,64500
613,247,60,rl,87.0,12361,pave,na,2,lvl,1,culdsac,1,sawyerw,norm,norm,1fam,2story,6,7,1993,1993,gable,compshg,vinylsd,vinylsd,brkface,85.0,4,4,pconc,4,3,1,6,860.0,1,0.0,86.0,946.0,gasa,5,y,5,964,838,0,1802,0.0,1.0,2,1,3,1,4,8,7,1,4,2types,2,4.0,1017.0,3,3,3,450,92,0,0,0,0,0,0,na,0,5,2010,wd ,218000
614,2137,80,rl,72.0,9720,pave,na,1,lvl,1,inside,1,collgcr,norm,norm,1fam,slvl,5,7,1977,1977,gable,compshg,plywood,vinylsd,brkface,51.0,3,3,cblock,3,5,3,5,755.0,1,0.0,240.0,995.0,gasa,3,y,5,1009,0,0,1009,0.0,0.0,2,0,3,1,3,6,7,1,2,detchd,1,2.0,576.0,3,3,3,0,0,0,0,0,0,0,3,na,0,6,2007,wd ,160000
615,1794,20,fv,72.0,8640,pave,na,1,lvl,1,inside,1,somerst,norm,norm,1fam,1story,8,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,1,6,24.0,1,0.0,1314.0,1338.0,gasa,5,y,5,1338,0,0,1338,0.0,0.0,2,0,3,1,4,6,7,0,0,attchd,2,2.0,598.0,3,3,3,0,141,0,0,0,0,0,0,na,0,11,2007,new,208900
616,1498,20,rl,123.0,47007,pave,na,2,lvl,1,inside,1,edwards,norm,norm,1fam,1story,5,7,1959,1996,gable,compshg,plywood,plywood,none,0.0,3,3,slab,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,3,y,5,3820,0,0,3820,0.0,0.0,3,1,5,1,5,11,7,2,4,attchd,1,2.0,624.0,3,3,3,0,372,0,0,0,0,0,0,na,0,7,2008,wd ,284700
617,1164,160,fv,30.0,3180,pave,pave,1,lvl,1,inside,1,somerst,norm,norm,twnhse,2story,7,5,2007,2007,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,1,1,0.0,1,0.0,689.0,689.0,gasa,5,y,5,703,689,0,1392,0.0,0.0,2,0,2,1,4,5,7,0,0,detchd,1,2.0,540.0,3,3,3,0,102,0,0,0,0,0,0,na,0,3,2008,wd ,146000
618,1179,120,rl,38.0,14963,pave,na,3,lvl,1,inside,1,veenker,norm,norm,twnhse,1story,8,5,1996,1996,gable,compshg,brkface,brkface,none,0.0,4,3,pconc,4,3,1,6,786.0,1,0.0,474.0,1260.0,gasa,5,y,5,1288,0,0,1288,1.0,0.0,1,1,1,1,5,4,7,2,4,attchd,3,2.0,500.0,3,3,3,120,30,0,0,224,0,0,0,na,0,12,2008,wd ,245500
619,1340,45,rm,50.0,5000,pave,na,1,bnk,1,inside,3,brkside,norm,norm,1fam,1.5unf,6,7,1926,1950,gable,compshg,metalsd,metalsd,none,0.0,3,3,brktil,3,3,1,1,0.0,1,0.0,992.0,992.0,gasa,5,y,5,1013,0,0,1013,0.0,0.0,1,0,3,1,3,6,7,0,0,detchd,1,1.0,160.0,2,3,3,0,0,101,0,0,0,0,0,na,0,4,2008,wd ,113000
620,436,20,rl,129.0,16870,pave,na,2,lvl,1,fr3,1,nridght,norm,norm,1fam,1story,8,5,2004,2005,hip,compshg,vinylsd,vinylsd,brkface,238.0,4,3,pconc,5,3,4,6,1531.0,1,0.0,251.0,1782.0,gasa,5,y,5,1782,0,0,1782,1.0,0.0,2,0,3,1,4,7,7,2,4,attchd,3,3.0,932.0,3,3,3,99,82,0,0,0,0,0,0,na,0,4,2009,wd ,296000
621,1636,20,rl,86.0,14157,pave,na,2,hls,1,corner,1,stonebr,norm,norm,1fam,1story,9,5,2005,2006,hip,compshg,vinylsd,vinylsd,stone,200.0,4,3,pconc,5,3,4,6,1249.0,1,0.0,673.0,1922.0,gasa,5,y,5,1922,0,0,1922,1.0,0.0,2,0,3,1,4,8,7,1,4,attchd,3,3.0,676.0,3,3,3,178,51,0,0,0,0,0,0,na,0,7,2007,wd ,377426
622,421,20,rl,96.0,12456,pave,na,1,lvl,1,fr2,1,nridght,norm,norm,1fam,1story,10,5,2006,2007,hip,compshg,cemntbd,cmentbd,stone,230.0,5,3,pconc,5,3,4,6,1172.0,1,0.0,528.0,1700.0,gasa,5,y,5,1718,0,0,1718,1.0,0.0,2,0,3,1,5,7,7,1,4,attchd,3,3.0,786.0,3,3,3,216,48,0,0,0,0,0,0,na,0,7,2009,wd ,337500
623,457,20,rl,100.0,14836,pave,na,2,hls,1,inside,3,nridght,norm,norm,1fam,1story,10,5,2004,2005,hip,compshg,cemntbd,cmentbd,stone,730.0,5,3,pconc,5,3,4,6,2146.0,1,0.0,346.0,2492.0,gasa,5,y,5,2492,0,0,2492,1.0,0.0,2,1,2,1,5,8,7,1,5,attchd,3,3.0,949.0,3,3,3,226,235,0,0,0,0,0,0,na,0,2,2009,wd ,552000
624,2834,50,rl,56.0,6956,pave,na,1,lvl,1,inside,1,edwards,norm,norm,1fam,1.5fin,4,7,1948,1950,gable,compshg,vinylsd,vinylsd,none,0.0,3,4,cblock,2,3,2,1,0.0,1,0.0,624.0,624.0,gasa,5,y,5,624,312,0,936,0.0,0.0,1,0,3,1,3,5,7,0,0,attchd,1,1.0,265.0,3,1,3,0,0,0,0,0,0,0,0,na,0,4,2006,wd ,97900
625,517,20,fv,75.0,7862,pave,na,2,lvl,1,inside,1,somerst,norm,norm,1fam,1story,6,5,2009,2009,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,1,6,27.0,1,0.0,1191.0,1218.0,gasa,5,y,5,1218,0,0,1218,0.0,0.0,2,0,2,1,4,4,7,0,0,attchd,3,2.0,676.0,3,3,3,0,102,0,0,0,0,0,0,na,0,9,2009,new,208300
626,1566,60,rl,0.0,11050,pave,na,1,lvl,1,inside,1,mitchel,norm,norm,1fam,2story,7,5,1996,1997,gable,compshg,vinylsd,vinylsd,none,0.0,3,3,pconc,4,3,2,1,0.0,1,0.0,910.0,910.0,gasa,5,y,5,910,910,0,1820,0.0,0.0,2,1,3,1,4,8,7,1,3,attchd,1,3.0,816.0,3,3,3,318,32,0,0,0,0,0,0,na,0,9,2008,wd ,213000
627,1439,60,rl,57.0,8924,pave,na,2,lvl,1,culdsac,1,collgcr,norm,norm,1fam,2story,7,5,1998,1999,gable,compshg,vinylsd,vinylsd,none,0.0,3,3,pconc,4,3,3,1,0.0,1,0.0,880.0,880.0,gasa,5,y,5,880,844,0,1724,0.0,0.0,2,1,3,1,4,8,7,0,0,attchd,3,2.0,527.0,3,3,3,120,155,0,0,0,0,0,0,na,0,7,2008,wd ,188000
628,2577,20,rl,0.0,9610,pave,na,2,lvl,1,corner,1,names,feedr,norm,1fam,1story,6,6,1958,1958,hip,compshg,wd sdng,wd sdng,brkface,632.0,3,3,cblock,3,3,1,3,203.0,1,0.0,918.0,1121.0,gasa,5,y,4,1336,0,0,1336,0.0,0.0,1,1,3,1,3,7,7,1,3,attchd,2,2.0,488.0,3,3,3,80,0,0,0,0,0,0,0,na,0,12,2006,wd ,162000
629,2241,50,rm,75.0,13710,pave,na,1,lvl,1,inside,1,idotrr,norm,norm,1fam,1.5fin,5,5,1950,1950,gable,compshg,wd sdng,wd sdng,none,0.0,3,3,cblock,3,3,1,4,420.0,1,0.0,490.0,910.0,gasa,3,y,4,910,648,0,1558,0.0,0.0,1,1,4,1,3,6,7,0,0,attchd,1,1.0,282.0,3,3,3,289,0,0,0,0,0,0,3,na,0,6,2007,wd ,152000
630,71,60,fv,100.0,12552,pave,na,1,lvl,1,corner,1,somerst,norm,norm,1fam,2story,7,5,2004,2005,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,1,6,222.0,1,0.0,769.0,991.0,gasa,5,y,5,991,956,0,1947,0.0,0.0,2,1,3,1,4,8,7,1,4,attchd,2,2.0,678.0,3,3,3,0,136,0,0,0,0,0,2,na,0,5,2010,wd ,254900
631,1143,60,rl,43.0,14565,pave,na,3,lvl,1,culdsac,1,sawyerw,norm,norm,1fam,2story,7,5,1994,1995,gable,compshg,vinylsd,vinylsd,brkface,145.0,4,3,pconc,4,3,3,6,537.0,1,0.0,295.0,832.0,gasa,5,y,5,832,825,0,1657,0.0,0.0,2,1,3,1,4,6,7,0,0,attchd,2,2.0,483.0,3,3,3,144,74,0,0,0,0,0,0,shed,2000,11,2008,wd ,189000
632,1021,20,rl,56.0,18559,pave,na,2,lvl,1,culdsac,1,nwames,norm,norm,1fam,1story,7,5,1978,1978,hip,compshg,plywood,plywood,brkface,383.0,4,4,cblock,4,3,1,6,1206.0,3,186.0,656.0,2048.0,gasa,3,y,5,2064,0,0,2064,1.0,0.0,2,0,3,1,4,7,7,2,2,attchd,3,2.0,550.0,3,3,3,200,0,0,0,0,0,0,0,na,0,8,2008,wd ,235000
633,1416,190,rl,68.0,10880,pave,na,1,lvl,1,inside,1,edwards,norm,norm,2fmcon,1story,5,5,1950,1950,gable,compshg,metalsd,metalsd,none,0.0,3,3,cblock,3,3,1,5,1040.0,1,0.0,124.0,1164.0,gasw,3,n,5,1164,0,0,1164,1.0,0.0,1,0,3,1,3,5,7,0,0,detchd,1,1.0,240.0,3,3,3,0,48,0,0,0,0,0,0,na,0,8,2008,conld,125000
634,35,120,rl,24.0,2280,pave,na,1,lvl,1,fr2,1,npkvill,norm,norm,twnhs,1story,7,6,1975,1975,gable,compshg,plywood,brk cmn,none,0.0,3,3,cblock,4,3,1,1,0.0,1,0.0,836.0,836.0,gasa,5,y,5,836,0,0,836,0.0,0.0,1,0,2,1,3,4,7,0,0,attchd,1,1.0,308.0,3,3,3,0,30,0,0,0,0,0,0,na,0,6,2010,wd ,120000
635,2904,20,a (agr),125.0,31250,pave,na,1,lvl,1,inside,1,mitchel,artery,norm,1fam,1story,1,3,1951,1951,gable,compshg,cblock,vinylsd,none,0.0,3,2,cblock,0,0,0,0,0.0,0,0.0,0.0,0.0,gasa,3,y,4,1600,0,0,1600,0.0,0.0,1,1,3,1,3,6,4,0,0,attchd,1,1.0,270.0,2,3,1,0,0,135,0,0,0,0,0,na,0,5,2006,wd ,81500
636,2174,90,rl,81.0,11841,grvl,na,1,lvl,1,inside,1,edwards,norm,norm,duplex,sfoyer,6,5,1990,1990,gable,compshg,hdboard,hdboard,brkface,104.0,3,4,cblock,4,3,3,6,816.0,1,0.0,0.0,816.0,gasa,3,y,5,816,0,0,816,1.0,0.0,1,0,3,1,3,5,7,0,0,na,0,0.0,0.0,0,0,3,0,32,0,0,0,0,0,0,na,0,5,2007,wd ,118500
637,522,20,fv,85.0,9187,pave,na,1,lvl,1,inside,1,somerst,norm,norm,1fam,1story,9,5,2009,2009,gable,compshg,cemntbd,cmentbd,stone,162.0,5,3,pconc,5,3,2,6,1121.0,1,0.0,645.0,1766.0,gasa,5,y,5,1766,0,0,1766,1.0,0.0,2,1,2,1,5,7,7,1,4,attchd,3,3.0,478.0,3,3,3,195,130,0,0,0,0,0,0,na,0,10,2009,new,370878
638,2211,90,rh,82.0,6270,pave,na,1,hls,1,inside,1,crawfor,norm,norm,duplex,2story,5,6,1949,1950,gable,compshg,metalsd,metalsd,none,0.0,3,3,cblock,3,3,1,4,284.0,1,0.0,717.0,1001.0,gasa,3,n,4,1001,1001,0,2002,0.0,0.0,2,0,4,2,3,8,7,0,0,2types,1,3.0,871.0,3,3,3,0,0,0,0,0,0,0,0,na,0,8,2007,wd ,145000
639,1539,50,rl,0.0,15660,pave,na,2,lvl,1,corner,1,crawfor,norm,norm,1fam,1.5fin,7,9,1939,2006,gable,compshg,vinylsd,vinylsd,brkface,312.0,4,4,cblock,3,3,1,4,341.0,1,0.0,457.0,798.0,gasa,5,y,5,1137,817,0,1954,0.0,1.0,1,1,3,1,4,8,7,2,3,attchd,1,2.0,431.0,3,3,3,0,119,150,0,0,0,0,0,na,0,5,2008,wd ,311500
640,2420,120,rl,43.0,3087,pave,na,1,lvl,1,inside,1,blmngtn,norm,norm,twnhse,1story,7,5,2006,2006,gable,compshg,vinylsd,vinylsd,brkface,14.0,4,3,pconc,4,3,3,6,453.0,1,0.0,767.0,1220.0,gasa,5,y,5,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,7,1,4,attchd,3,2.0,437.0,3,3,3,100,16,0,0,0,0,0,0,na,0,11,2006,new,210250
641,2779,60,rl,95.0,13450,pave,na,2,lvl,1,corner,1,collgcr,norm,norm,1fam,2story,7,5,2002,2002,gable,compshg,vinylsd,vinylsd,none,0.0,4,3,pconc,4,3,1,6,700.0,1,0.0,216.0,916.0,gasa,5,y,5,920,941,0,1861,1.0,0.0,2,1,3,1,4,8,7,0,0,builtin,2,2.0,492.0,3,3,3,146,91,0,0,0,0,0,0,na,0,6,2006,wd ,200000
